ticket_id,created_at,category,priority,channel,assigned_team,agent,current_stage,status,first_response_hours,waiting_hours,resolution_hours,queue_age_hours,sla_hours,sla_breach,customer_satisfaction
TKT-18213,2025-06-14 19:50:38.181309064,Technical Issue,Low,Web Form,Tier 2,T2-Agent-04,Resolved,Resolved,3.78,15.78,36.58,15.78,72,False,4.29
TKT-18214,2025-06-14 20:03:40.140357018,Technical Issue,High,Chat,Tier 2,T2-Agent-01,Resolved,Resolved,15.21,12.31,71.46,12.31,24,True,2.7
TKT-18215,2025-06-14 20:16:42.099404970,Feature Request,Medium,Web Form,Tier 3,T3-Agent-01,Resolved,Resolved,1.65,19.04,95.84,19.04,48,True,2.44
TKT-18216,2025-06-14 20:29:44.058452922,Feature Request,Low,Chat,Tier 2,T2-Agent-02,Resolved,Resolved,1.32,19.29,42.9,19.29,72,False,4.15
TKT-18217,2025-06-14 20:42:46.017500874,Integration/API,High,Web Form,Tier 2,T2-Agent-02,Resolved,Resolved,27.41,21.37,43.21,21.37,24,True,3.15
TKT-18218,2025-06-14 20:55:47.976548826,Technical Issue,Medium,Chat,Tier 2,T2-Agent-07,Resolved,Resolved,12.33,86.62,133.32,86.62,48,True,2.11
TKT-18219,2025-06-14 21:08:49.935596780,Account & Access,Medium,Email,Tier 1,T1-Agent-10,Resolved,Resolved,2.56,1.55,5.55,1.55,48,False,3.88
TKT-18220,2025-06-14 21:21:51.894644732,Technical Issue,High,Chat,Tier 2,T2-Agent-10,Resolved,Resolved,1.25,79.43,167.29,79.43,24,True,1.87
TKT-18221,2025-06-14 21:34:53.853692684,Integration/API,Critical,Web Form,Tier 2,T2-Agent-01,Resolved,Resolved,27.18,55.48,95.28,55.48,8,True,2.18
TKT-18222,2025-06-14 21:47:55.812740636,Bug Report,High,Web Form,Tier 3,T3-Agent-06,Resolved,Resolved,0.84,12.93,96.44,12.93,24,True,2.77
TKT-18223,2025-06-14 22:00:57.771788588,Technical Issue,High,Chat,Tier 2,T2-Agent-08,Resolved,Resolved,6.54,24.49,134.37,24.49,24,True,2.13
TKT-18224,2025-06-14 22:13:59.730836542,Feature Request,Medium,Web Form,Tier 2,T2-Agent-02,Resolved,Resolved,5.9,11.48,45.84,11.48,48,False,3.46
TKT-18225,2025-06-14 22:27:01.689884494,Billing,Medium,Phone,Tier 1,T1-Agent-09,Resolved,Resolved,0.97,1.15,8.64,1.15,48,False,4.99
TKT-18226,2025-06-14 22:40:03.648932446,Bug Report,High,Email,Tier 3,T3-Agent-04,Resolved,Resolved,6.92,51.78,85.44,51.78,24,True,2.79
TKT-18227,2025-06-14 22:53:05.607980398,Technical Issue,High,Email,Tier 2,T2-Agent-02,Resolved,Resolved,7.37,64.61,124.89,64.61,24,True,1.74
TKT-18228,2025-06-14 23:06:07.567028350,Account & Access,Medium,Phone,Tier 1,T1-Agent-14,Resolved,Resolved,4.9,4.1,13.61,4.1,48,False,4.29
TKT-18229,2025-06-14 23:19:09.526076304,Technical Issue,High,Email,Tier 2,T2-Agent-08,Resolved,Resolved,17.86,19.82,159.62,19.82,24,True,1.4
TKT-18230,2025-06-14 23:32:11.485124256,Integration/API,Medium,Web Form,Tier 3,T3-Agent-03,Resolved,Resolved,5.94,14.27,16.49,14.27,48,False,4.1
TKT-18231,2025-06-14 23:45:13.444172208,Technical Issue,Medium,Chat,Tier 2,T2-Agent-05,Resolved,Resolved,2.96,1.76,41.38,1.76,48,False,4.65
TKT-18232,2025-06-14 23:58:15.403220160,Account & Access,Medium,Chat,Tier 1,T1-Agent-13,Resolved,Resolved,0.65,3.7,11.33,3.7,48,False,4.13
TKT-18233,2025-06-15 00:11:17.362268112,Bug Report,Critical,Web Form,Tier 3,T3-Agent-04,Waiting for Agent,Open,4.62,172.79,177.47,175.53,8,True,1.33
TKT-18234,2025-06-15 00:24:19.321316066,Integration/API,High,Web Form,Tier 2,T2-Agent-02,Resolved,Resolved,14.74,8.87,27.18,8.87,24,True,3.75
TKT-18235,2025-06-15 00:37:21.280364018,Product Question,Medium,Email,Tier 1,T1-Agent-10,Resolved,Resolved,2.71,2.68,8.7,2.68,48,False,4.59
TKT-18236,2025-06-15 00:50:23.239411970,Integration/API,High,Email,Tier 2,T2-Agent-10,Resolved,Resolved,22.73,91.67,115.35,91.67,24,True,2.31
TKT-18237,2025-06-15 01:03:25.198459922,Integration/API,Critical,Web Form,Tier 2,T2-Agent-09,Waiting for Agent,In Progress,27.77,90.96,152.8,115.0,8,True,1.38
TKT-18238,2025-06-15 01:16:27.157507874,Product Question,Low,Web Form,Tier 1,T1-Agent-10,Resolved,Resolved,0.58,2.72,6.45,2.72,72,False,4.22
TKT-18239,2025-06-15 01:29:29.116555828,Account & Access,Medium,Email,Tier 1,T1-Agent-09,Resolved,Resolved,1.3,3.69,11.53,3.69,48,False,5.0
TKT-18240,2025-06-15 01:42:31.075603780,Technical Issue,Medium,Email,Tier 2,T2-Agent-07,Resolved,Resolved,5.94,132.41,156.8,132.41,48,True,1.0
TKT-18241,2025-06-15 01:55:33.034651732,Billing,High,Web Form,Tier 1,T1-Agent-05,Resolved,Resolved,0.91,7.08,14.66,7.08,24,False,4.21
TKT-18242,2025-06-15 02:08:34.993699684,Technical Issue,Medium,Chat,Tier 2,T2-Agent-06,Resolved,Resolved,18.83,10.07,49.14,10.07,48,True,3.41
TKT-18243,2025-06-15 02:21:36.952747636,Billing,Medium,Web Form,Tier 1,T1-Agent-13,Resolved,Resolved,5.26,4.0,6.44,4.0,48,False,5.0
TKT-18244,2025-06-15 02:34:38.911795590,Billing,Low,Web Form,Tier 1,T1-Agent-14,Resolved,Resolved,1.52,7.46,11.32,7.46,72,False,5.0
TKT-18245,2025-06-15 02:47:40.870843542,Technical Issue,Low,Web Form,Tier 2,T2-Agent-06,Resolved,Resolved,2.52,11.99,24.03,11.99,72,False,3.23
TKT-18246,2025-06-15 03:00:42.829891494,Bug Report,Medium,Chat,Tier 3,T3-Agent-02,Resolved,Resolved,6.74,26.48,94.65,26.48,48,True,2.03
TKT-18247,2025-06-15 03:13:44.788939446,Integration/API,Medium,Chat,Tier 3,T3-Agent-02,Resolved,Resolved,3.77,3.33,30.42,3.33,48,False,4.7
TKT-18248,2025-06-15 03:26:46.747987398,Product Question,High,Chat,Tier 1,T1-Agent-04,Resolved,Resolved,8.42,10.42,23.62,10.42,24,False,3.99
TKT-18249,2025-06-15 03:39:48.707035352,Feature Request,Low,Phone,Tier 2,T2-Agent-03,Resolved,Resolved,2.83,11.5,61.96,11.5,72,False,3.56
TKT-18250,2025-06-15 03:52:50.666083304,Account & Access,Low,Email,Tier 1,T1-Agent-09,Resolved,Resolved,0.98,4.1,4.98,4.1,72,False,4.1
TKT-18251,2025-06-15 04:05:52.625131256,Account & Access,High,Chat,Tier 1,T1-Agent-07,Resolved,Resolved,2.44,1.33,4.93,1.33,24,False,4.97
TKT-18252,2025-06-15 04:18:54.584179208,Technical Issue,Medium,Email,Tier 2,T2-Agent-10,Resolved,Resolved,2.68,20.67,58.02,20.67,48,True,2.8
TKT-18253,2025-06-15 04:31:56.543227160,Product Question,Medium,Web Form,Tier 1,T1-Agent-10,Resolved,Resolved,1.71,4.41,5.06,4.41,48,False,4.64
TKT-18254,2025-06-15 04:44:58.502275114,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-10,Resolved,Resolved,14.31,11.42,29.68,11.42,48,False,4.28
TKT-18255,2025-06-15 04:58:00.461323066,Feature Request,High,Email,Tier 2,T2-Agent-10,Resolved,Resolved,18.16,134.67,185.74,134.67,24,True,1.97
TKT-18256,2025-06-15 05:11:02.420371018,Account & Access,Medium,Web Form,Tier 1,T1-Agent-02,Resolved,Resolved,1.21,1.78,14.72,1.78,48,False,3.97
TKT-18257,2025-06-15 05:24:04.379418970,Billing,Low,Chat,Tier 1,T1-Agent-04,Resolved,Resolved,0.77,2.83,7.92,2.83,72,False,4.27
TKT-18258,2025-06-15 05:37:06.338466922,Product Question,Medium,Phone,Tier 1,T1-Agent-01,Resolved,Resolved,3.13,10.25,14.83,10.25,48,False,4.76
TKT-18259,2025-06-15 05:50:08.297514876,Account & Access,Medium,Web Form,Tier 1,T1-Agent-10,Resolved,Resolved,2.41,0.35,8.13,0.35,48,False,4.57
TKT-18260,2025-06-15 06:03:10.256562828,Integration/API,Medium,Web Form,Tier 2,T2-Agent-09,Resolved,Resolved,5.69,23.66,97.22,23.66,48,True,3.07
TKT-18261,2025-06-15 06:16:12.215610780,Integration/API,Medium,Email,Tier 3,T3-Agent-06,Resolved,Resolved,9.28,22.55,121.91,22.55,48,True,1.83
TKT-18262,2025-06-15 06:29:14.174658732,Bug Report,High,Phone,Tier 3,T3-Agent-04,Resolved,Resolved,6.11,64.04,175.85,64.04,24,True,1.0
TKT-18263,2025-06-15 06:42:16.133706684,Product Question,Medium,Web Form,Tier 1,T1-Agent-04,Resolved,Resolved,1.08,0.47,2.11,0.47,48,False,3.78
TKT-18264,2025-06-15 06:55:18.092754638,Billing,Low,Web Form,Tier 1,T1-Agent-10,Triage,Open,0.92,3.14,6.31,45.47,72,False,4.24
TKT-18265,2025-06-15 07:08:20.051802590,Billing,High,Web Form,Tier 1,T1-Agent-04,Resolved,Resolved,4.64,13.23,39.13,13.23,24,True,3.16
TKT-18266,2025-06-15 07:21:22.010850542,Integration/API,Low,Web Form,Tier 2,T2-Agent-07,Resolved,Resolved,2.11,13.57,42.02,13.57,72,False,3.28
TKT-18267,2025-06-15 07:34:23.969898494,Account & Access,Medium,Chat,Tier 1,T1-Agent-01,Resolved,Resolved,6.84,4.25,19.17,4.25,48,False,4.77
TKT-18268,2025-06-15 07:47:25.928946446,Billing,Low,Email,Tier 1,T1-Agent-01,Resolved,Resolved,2.58,1.54,3.28,1.54,72,False,4.88
TKT-18269,2025-06-15 08:00:27.887994400,Technical Issue,Medium,Chat,Tier 2,T2-Agent-07,Resolved,Resolved,10.94,31.87,154.71,31.87,48,True,1.27
TKT-18270,2025-06-15 08:13:29.847042352,Integration/API,High,Email,Tier 3,T3-Agent-03,Resolved,Resolved,6.04,63.72,86.57,63.72,24,True,2.93
TKT-18271,2025-06-15 08:26:31.806090304,Technical Issue,High,Email,Tier 2,T2-Agent-02,Resolved,Resolved,7.26,74.96,84.14,74.96,24,True,2.99
TKT-18272,2025-06-15 08:39:33.765138256,Security,Critical,Email,Tier 3,T3-Agent-03,Resolved,Resolved,5.74,29.3,281.1,29.3,8,True,1.0
TKT-18273,2025-06-15 08:52:35.724186208,Technical Issue,High,Chat,Tier 2,T2-Agent-07,Resolved,Resolved,3.39,70.21,202.13,70.21,24,True,1.0
TKT-18274,2025-06-15 09:05:37.683234162,Account & Access,High,Web Form,Tier 3,T3-Agent-04,Resolved,Resolved,5.52,1.93,34.44,1.93,24,True,3.29
TKT-18275,2025-06-15 09:18:39.642282114,Technical Issue,Critical,Web Form,Tier 2,T2-Agent-01,Resolved,Resolved,6.27,28.43,75.54,28.43,8,True,2.89
TKT-18276,2025-06-15 09:31:41.601330066,Account & Access,Critical,Web Form,Tier 1,T1-Agent-09,Escalated,In Progress,1.02,11.62,23.22,71.35,8,True,4.11
TKT-18277,2025-06-15 09:44:43.560378018,Account & Access,Medium,Email,Tier 1,T1-Agent-02,Resolved,Resolved,3.83,4.73,13.6,4.73,48,False,3.54
TKT-18278,2025-06-15 09:57:45.519425970,Integration/API,Low,Web Form,Tier 2,T2-Agent-08,Resolved,Resolved,3.86,12.38,48.37,12.38,72,False,3.96
TKT-18279,2025-06-15 10:10:47.478473924,Technical Issue,High,Phone,Tier 2,T2-Agent-08,Resolved,Resolved,9.34,22.17,77.23,22.17,24,True,2.33
TKT-18280,2025-06-15 10:23:49.437521876,Account & Access,Medium,Web Form,Tier 1,T1-Agent-09,Resolved,Resolved,2.64,6.79,10.01,6.79,48,False,4.33
TKT-18281,2025-06-15 10:36:51.396569828,Technical Issue,High,Email,Tier 2,T2-Agent-09,Resolved,Resolved,3.65,155.69,211.34,155.69,24,True,1.0
TKT-18282,2025-06-15 10:49:53.355617780,Account & Access,Low,Phone,Tier 1,T1-Agent-10,Resolved,Resolved,2.54,1.04,3.72,1.04,72,False,5.0
TKT-18283,2025-06-15 11:02:55.314665732,Security,Critical,Chat,Tier 3,T3-Agent-04,Resolved,Resolved,2.64,4.24,32.05,4.24,8,True,4.12
TKT-18284,2025-06-15 11:15:57.273713686,Account & Access,Low,Chat,Tier 1,T1-Agent-01,Resolved,Resolved,2.41,4.13,19.16,4.13,72,False,4.03
TKT-18285,2025-06-15 11:28:59.232761638,Bug Report,Critical,Email,Tier 3,T3-Agent-02,Resolved,Resolved,7.9,48.96,116.74,48.96,8,True,2.91
TKT-18286,2025-06-15 11:42:01.191809590,Billing,Medium,Web Form,Tier 3,T3-Agent-04,Resolved,Resolved,4.99,10.07,18.4,10.07,48,False,4.43
TKT-18287,2025-06-15 11:55:03.150857542,Billing,Low,Web Form,Tier 1,T1-Agent-15,Resolved,Resolved,4.0,3.9,17.53,3.9,72,False,4.31
TKT-18288,2025-06-15 12:08:05.109905494,Bug Report,High,Web Form,Tier 3,T3-Agent-04,Triage,Open,10.8,18.76,50.02,34.21,24,True,3.04
TKT-18289,2025-06-15 12:21:07.068953446,Technical Issue,High,Email,Tier 2,T2-Agent-10,Resolved,Resolved,7.94,18.97,125.49,18.97,24,True,2.83
TKT-18290,2025-06-15 12:34:09.028001400,Feature Request,High,Email,Tier 2,T2-Agent-05,Waiting for Agent,In Progress,6.0,45.97,114.39,74.62,24,True,2.6
TKT-18291,2025-06-15 12:47:10.987049352,Billing,Medium,Phone,Tier 1,T1-Agent-03,Resolved,Resolved,6.48,5.45,19.89,5.45,48,False,4.33
TKT-18292,2025-06-15 13:00:12.946097304,Account & Access,Medium,Web Form,Tier 1,T1-Agent-11,Resolved,Resolved,1.5,3.55,7.84,3.55,48,False,3.67
TKT-18293,2025-06-15 13:13:14.905145256,Feature Request,Medium,Web Form,Tier 2,T2-Agent-08,Waiting for Customer,Open,7.46,15.92,28.22,29.79,48,False,4.82
TKT-18294,2025-06-15 13:26:16.864193208,Account & Access,Medium,Web Form,Tier 1,T1-Agent-01,Resolved,Resolved,0.55,10.86,23.12,10.86,48,False,4.64
TKT-18295,2025-06-15 13:39:18.823241162,Security,Medium,Email,Tier 3,T3-Agent-06,Resolved,Resolved,3.88,18.43,36.18,18.43,48,False,4.5
TKT-18296,2025-06-15 13:52:20.782289114,Feature Request,High,Chat,Tier 2,T2-Agent-08,Resolved,Resolved,6.26,6.86,14.07,6.86,24,False,5.0
TKT-18297,2025-06-15 14:05:22.741337066,Account & Access,Medium,Email,Tier 3,T3-Agent-04,Resolved,Resolved,3.33,6.59,27.33,6.59,48,False,3.37
TKT-18298,2025-06-15 14:18:24.700385018,Account & Access,High,Chat,Tier 1,T1-Agent-14,Resolved,Resolved,2.25,2.25,12.01,2.25,24,False,4.28
TKT-18299,2025-06-15 14:31:26.659432970,Bug Report,Critical,Email,Tier 3,T3-Agent-05,Resolved,Resolved,11.65,51.95,261.88,51.95,8,True,1.0
TKT-18300,2025-06-15 14:44:28.618480924,Technical Issue,Medium,Chat,Tier 2,T2-Agent-02,Resolved,Resolved,6.52,5.84,24.93,5.84,48,False,4.12
TKT-18301,2025-06-15 14:57:30.577528876,Integration/API,Medium,Web Form,Tier 2,T2-Agent-07,Resolved,Resolved,6.8,44.87,55.8,44.87,48,True,4.15
TKT-18302,2025-06-15 15:10:32.536576828,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-04,Resolved,Resolved,2.17,5.05,110.46,5.05,48,True,1.89
TKT-18303,2025-06-15 15:23:34.495624780,Technical Issue,Medium,Email,Tier 2,T2-Agent-10,Resolved,Resolved,3.82,4.53,75.05,4.53,48,True,3.08
TKT-18304,2025-06-15 15:36:36.454672732,Billing,Low,Phone,Tier 1,T1-Agent-14,Resolved,Resolved,1.8,4.85,6.06,4.85,72,False,5.0
TKT-18305,2025-06-15 15:49:38.413720686,Integration/API,High,Email,Tier 2,T2-Agent-08,Resolved,Resolved,19.37,64.95,127.11,64.95,24,True,1.37
TKT-18306,2025-06-15 16:02:40.372768638,Integration/API,High,Phone,Tier 2,T2-Agent-01,Resolved,Resolved,11.14,20.18,56.58,20.18,24,True,3.11
TKT-18307,2025-06-15 16:15:42.331816590,Product Question,Medium,Chat,Tier 1,T1-Agent-14,Waiting for Agent,Open,2.37,2.9,18.67,26.42,48,False,4.43
TKT-18308,2025-06-15 16:28:44.290864542,Account & Access,Medium,Email,Tier 1,T1-Agent-04,Resolved,Resolved,0.74,3.4,6.81,3.4,48,False,4.56
TKT-18309,2025-06-15 16:41:46.249912494,Billing,Low,Web Form,Tier 1,T1-Agent-12,Resolved,Resolved,2.0,12.66,14.64,12.66,72,False,4.99
TKT-18310,2025-06-15 16:54:48.208960448,Account & Access,Medium,Email,Tier 3,T3-Agent-05,Waiting for Agent,In Progress,4.7,36.1,46.03,45.42,48,False,3.95
TKT-18311,2025-06-15 17:07:50.168008400,Account & Access,Medium,Chat,Tier 1,T1-Agent-08,Resolved,Resolved,0.86,1.81,4.45,1.81,48,False,4.6
TKT-18312,2025-06-15 17:20:52.127056352,Account & Access,High,Web Form,Tier 1,T1-Agent-06,Resolved,Resolved,3.34,0.56,9.95,0.56,24,False,4.22
TKT-18313,2025-06-15 17:33:54.086104304,Product Question,Medium,Chat,Tier 1,T1-Agent-04,Resolved,Resolved,1.36,4.75,5.92,4.75,48,False,4.64
TKT-18314,2025-06-15 17:46:56.045152256,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-04,Resolved,Resolved,3.42,50.59,109.05,50.59,48,True,2.44
TKT-18315,2025-06-15 17:59:58.004200210,Technical Issue,High,Chat,Tier 2,T2-Agent-01,Resolved,Resolved,14.0,17.69,53.77,17.69,24,True,3.55
TKT-18316,2025-06-15 18:12:59.963248162,Integration/API,High,Email,Tier 2,T2-Agent-04,Resolved,Resolved,5.09,41.6,68.32,41.6,24,True,2.36
TKT-18317,2025-06-15 18:26:01.922296114,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-05,Resolved,Resolved,3.65,33.02,155.7,33.02,48,True,1.55
TKT-18318,2025-06-15 18:39:03.881344066,Security,Medium,Phone,Tier 3,T3-Agent-06,Resolved,Resolved,3.56,97.4,110.19,97.4,48,True,1.96
TKT-18319,2025-06-15 18:52:05.840392018,Account & Access,Low,Chat,Tier 1,T1-Agent-07,Waiting for Agent,Open,0.57,1.21,10.69,30.97,72,False,4.04
TKT-18320,2025-06-15 19:05:07.799439972,Technical Issue,High,Email,Tier 2,T2-Agent-01,Resolved,Resolved,5.72,45.89,132.6,45.89,24,True,1.73
TKT-18321,2025-06-15 19:18:09.758487924,Feature Request,High,Email,Tier 2,T2-Agent-02,Resolved,Resolved,6.03,45.97,87.56,45.97,24,True,1.01
TKT-18322,2025-06-15 19:31:11.717535876,Product Question,Medium,Chat,Tier 1,T1-Agent-06,Resolved,Resolved,1.11,1.62,7.82,1.62,48,False,4.1
TKT-18323,2025-06-15 19:44:13.676583828,Bug Report,Low,Phone,Tier 3,T3-Agent-02,Resolved,Resolved,4.23,11.03,56.91,11.03,72,False,4.15
TKT-18324,2025-06-15 19:57:15.635631780,Billing,Medium,Web Form,Tier 1,T1-Agent-06,Resolved,Resolved,0.68,2.89,12.54,2.89,48,False,4.39
TKT-18325,2025-06-15 20:10:17.594679734,Account & Access,Medium,Web Form,Tier 3,T3-Agent-03,Waiting for Agent,Open,5.9,19.75,35.54,23.72,48,False,5.0
TKT-18326,2025-06-15 20:23:19.553727686,Integration/API,Medium,Chat,Tier 2,T2-Agent-10,Resolved,Resolved,4.78,73.09,96.22,73.09,48,True,3.04
TKT-18327,2025-06-15 20:36:21.512775638,Billing,Medium,Chat,Tier 1,T1-Agent-01,Resolved,Resolved,6.11,2.6,5.19,2.6,48,False,4.85
TKT-18328,2025-06-15 20:49:23.471823590,Product Question,Low,Chat,Tier 1,T1-Agent-05,Resolved,Resolved,4.79,2.18,6.61,2.18,72,False,4.09
TKT-18329,2025-06-15 21:02:25.430871542,Account & Access,Low,Email,Tier 1,T1-Agent-05,Resolved,Resolved,2.05,3.16,9.52,3.16,72,False,4.05
TKT-18330,2025-06-15 21:15:27.389919496,Account & Access,Medium,Chat,Tier 1,T1-Agent-15,Resolved,Resolved,6.46,1.17,3.71,1.17,48,False,5.0
TKT-18331,2025-06-15 21:28:29.348967448,Technical Issue,Medium,Chat,Tier 2,T2-Agent-07,Resolved,Resolved,6.22,39.69,93.43,39.69,48,True,2.47
TKT-18332,2025-06-15 21:41:31.308015400,Bug Report,High,Web Form,Tier 3,T3-Agent-03,Resolved,Resolved,5.55,10.75,25.53,10.75,24,True,2.87
TKT-18333,2025-06-15 21:54:33.267063352,Account & Access,High,Web Form,Tier 1,T1-Agent-01,Resolved,Resolved,5.55,7.65,17.35,7.65,24,False,4.1
TKT-18334,2025-06-15 22:07:35.226111304,Security,High,Chat,Tier 3,T3-Agent-03,Resolved,Resolved,5.07,6.67,35.75,6.67,24,True,3.71
TKT-18335,2025-06-15 22:20:37.185159258,Account & Access,Critical,Chat,Tier 1,T1-Agent-13,Resolved,Resolved,5.34,1.39,3.87,1.39,8,False,4.5
TKT-18336,2025-06-15 22:33:39.144207210,Billing,Medium,Web Form,Tier 1,T1-Agent-11,Resolved,Resolved,3.7,5.03,5.88,5.03,48,False,3.8
TKT-18337,2025-06-15 22:46:41.103255162,Account & Access,High,Email,Tier 1,T1-Agent-14,Resolved,Resolved,2.45,3.84,21.56,3.84,24,False,4.51
TKT-18338,2025-06-15 22:59:43.062303114,Integration/API,High,Chat,Tier 2,T2-Agent-05,Resolved,Resolved,14.1,94.19,155.53,94.19,24,True,1.21
TKT-18339,2025-06-15 23:12:45.021351066,Bug Report,Critical,Phone,Tier 3,T3-Agent-02,Resolved,Resolved,13.04,47.36,317.63,47.36,8,True,1.0
TKT-18340,2025-06-15 23:25:46.980399020,Billing,Medium,Web Form,Tier 1,T1-Agent-04,Resolved,Resolved,1.43,1.45,7.9,1.45,48,False,5.0
TKT-18341,2025-06-15 23:38:48.939446972,Account & Access,Medium,Phone,Tier 1,T1-Agent-10,Resolved,Resolved,2.86,4.91,10.94,4.91,48,False,4.11
TKT-18342,2025-06-15 23:51:50.898494924,Integration/API,Medium,Web Form,Tier 2,T2-Agent-09,Waiting for Customer,Open,1.93,15.04,115.69,38.07,48,True,2.27
TKT-18343,2025-06-16 00:04:52.857542876,Technical Issue,High,Web Form,Tier 2,T2-Agent-06,Resolved,Resolved,20.06,14.47,74.9,14.47,24,True,2.66
TKT-18344,2025-06-16 00:17:54.816590828,Product Question,Medium,Email,Tier 1,T1-Agent-05,Resolved,Resolved,0.53,1.66,2.49,1.66,48,False,4.46
TKT-18345,2025-06-16 00:30:56.775638782,Integration/API,Critical,Chat,Tier 2,T2-Agent-07,Resolved,Resolved,6.66,29.19,53.2,29.19,8,True,2.56
TKT-18346,2025-06-16 00:43:58.734686734,Account & Access,Medium,Chat,Tier 1,T1-Agent-13,Resolved,Resolved,1.85,5.76,17.52,5.76,48,False,4.15
TKT-18347,2025-06-16 00:57:00.693734686,Integration/API,Medium,Chat,Tier 2,T2-Agent-06,Resolved,Resolved,1.88,15.3,58.95,15.3,48,True,3.16
TKT-18348,2025-06-16 01:10:02.652782638,Integration/API,High,Web Form,Tier 2,T2-Agent-10,Resolved,Resolved,8.36,25.45,89.22,25.45,24,True,2.39
TKT-18349,2025-06-16 01:23:04.611830590,Technical Issue,High,Chat,Tier 2,T2-Agent-03,Waiting for Customer,Open,9.97,44.87,184.53,65.53,24,True,1.19
TKT-18350,2025-06-16 01:36:06.570878544,Account & Access,High,Email,Tier 1,T1-Agent-09,Resolved,Resolved,2.4,6.19,18.12,6.19,24,False,3.58
TKT-18351,2025-06-16 01:49:08.529926496,Billing,Medium,Chat,Tier 1,T1-Agent-04,Resolved,Resolved,1.31,1.76,9.12,1.76,48,False,4.76
TKT-18352,2025-06-16 02:02:10.488974448,Bug Report,Low,Web Form,Tier 3,T3-Agent-02,Resolved,Resolved,4.05,19.52,27.1,19.52,72,False,4.38
TKT-18353,2025-06-16 02:15:12.448022400,Product Question,High,Chat,Tier 1,T1-Agent-02,Resolved,Resolved,8.54,6.34,30.07,6.34,24,True,3.12
TKT-18354,2025-06-16 02:28:14.407070352,Billing,High,Email,Tier 1,T1-Agent-03,Resolved,Resolved,1.57,4.75,8.98,4.75,24,False,4.57
TKT-18355,2025-06-16 02:41:16.366118306,Account & Access,High,Chat,Tier 1,T1-Agent-05,Resolved,Resolved,1.28,1.0,34.54,1.0,24,True,4.12
TKT-18356,2025-06-16 02:54:18.325166258,Technical Issue,High,Email,Tier 2,T2-Agent-09,Resolved,Resolved,2.16,53.46,141.89,53.46,24,True,2.1
TKT-18357,2025-06-16 03:07:20.284214210,Technical Issue,Low,Email,Tier 2,T2-Agent-02,Resolved,Resolved,8.44,13.99,28.68,13.99,72,False,4.38
TKT-18358,2025-06-16 03:20:22.243262162,Account & Access,High,Email,Tier 1,T1-Agent-05,Resolved,Resolved,4.72,9.67,16.54,9.67,24,False,4.04
TKT-18359,2025-06-16 03:33:24.202310114,Technical Issue,Low,Web Form,Tier 2,T2-Agent-08,Resolved,Resolved,3.22,16.61,52.65,16.61,72,False,3.3
TKT-18360,2025-06-16 03:46:26.161358068,Technical Issue,Medium,Email,Tier 2,T2-Agent-05,Resolved,Resolved,5.29,38.96,132.84,38.96,48,True,2.06
TKT-18361,2025-06-16 03:59:28.120406020,Product Question,Medium,Email,Tier 3,T3-Agent-04,Resolved,Resolved,2.69,4.58,15.78,4.58,48,False,5.0
TKT-18362,2025-06-16 04:12:30.079453972,Product Question,Medium,Email,Tier 1,T1-Agent-12,Resolved,Resolved,1.53,0.26,11.74,0.26,48,False,4.8
TKT-18363,2025-06-16 04:25:32.038501924,Technical Issue,High,Web Form,Tier 2,T2-Agent-05,Resolved,Resolved,27.04,12.21,140.05,12.21,24,True,1.82
TKT-18364,2025-06-16 04:38:33.997549876,Product Question,Medium,Email,Tier 1,T1-Agent-01,Resolved,Resolved,2.66,0.53,3.32,0.53,48,False,4.62
TKT-18365,2025-06-16 04:51:35.956597830,Technical Issue,Low,Chat,Tier 2,T2-Agent-05,Resolved,Resolved,1.87,36.75,69.71,36.75,72,False,3.7
TKT-18366,2025-06-16 05:04:37.915645782,Account & Access,Medium,Email,Tier 1,T1-Agent-07,Waiting for Agent,Open,1.66,13.19,30.6,30.95,48,False,4.56
TKT-18367,2025-06-16 05:17:39.874693734,Security,Critical,Web Form,Tier 3,T3-Agent-06,Resolved,Resolved,10.84,25.45,100.28,25.45,8,True,2.17
TKT-18368,2025-06-16 05:30:41.833741686,Product Question,High,Email,Tier 1,T1-Agent-11,Resolved,Resolved,4.02,8.33,13.19,8.33,24,False,3.8
TKT-18369,2025-06-16 05:43:43.792789638,Technical Issue,Medium,Chat,Tier 2,T2-Agent-07,Resolved,Resolved,1.48,16.27,82.07,16.27,48,True,3.2
TKT-18370,2025-06-16 05:56:45.751837592,Account & Access,Medium,Email,Tier 1,T1-Agent-09,Resolved,Resolved,0.89,1.92,4.97,1.92,48,False,4.67
TKT-18371,2025-06-16 06:09:47.710885544,Integration/API,Medium,Chat,Tier 2,T2-Agent-04,Resolved,Resolved,2.57,47.59,142.75,47.59,48,True,1.58
TKT-18372,2025-06-16 06:22:49.669933496,Technical Issue,High,Email,Tier 2,T2-Agent-05,Resolved,Resolved,1.89,43.21,85.36,43.21,24,True,2.24
TKT-18373,2025-06-16 06:35:51.628981448,Security,High,Email,Tier 3,T3-Agent-02,Resolved,Resolved,5.32,15.16,68.99,15.16,24,True,3.6
